edad,ciudad,peso,ingresos,genero,nivel_educacional,fumador,actividad_fisica
27.0,Antofagasta,94.9,392000.0,Masculino,Básica,Sí,Moderada
36.0,sin información,65.0,512000.0,Otro,Técnico,Sí,Alta
63.0,La Serena,,664000.0,Otro,Media,Sí,Alta
51.0,Concepción,78.5,767000.0,Otro,Universitario,No,Alta
77.0,Rancagua,74.7,,Otro,Media,No,Moderada
50.0,Talca,76.5,613000.0,Masculino,Media,No,Alta
40.0,Temuco,68.6,540000.0,Femenino,Universitario,Sí,Alta
72.0,Antofagasta,70.5,487000.0,Femenino,Básica,Sí,Baja
45.0,Iquique,61.8,577000.0,Otro,Técnico,Sí,Baja
49.0,Valparaíso,70.6,678000.0,Femenino,Básica,Sí,Baja
67.0,Concepción,61.2,367000.0,Femenino,Universitario,,Baja
24.0,Concepción,85.1,282000.0,Femenino,Media,,Moderada
46.0,Talca,44.5,420000.0,Otro,Técnico,Sí,
25.0,Rancagua,77.2,532000.0,Masculino,Básica,,Alta
18.0,Puerto Montt,75.0,,Masculino,Universitario,No,Baja
,Iquique,73.7,352000.0,Femenino,Media,No,Moderada
72.0,Talca,85.4,127000.0,,Media,Sí,Baja
20.0,Antofagasta,65.7,424000.0,Masculino,Básica,Sí,Baja
41.0,La Serena,73.8,471000.0,Otro,Universitario,No,Moderada
40.0,sin información,44.3,326000.0,Otro,Media,Sí,Moderada
76.0,Puerto Montt,63.8,387000.0,Femenino,Media,Sí,Moderada
78.0,Rancagua,82.8,630000.0,Femenino,Técnico,No,Moderada
25.0,sin información,49.9,,Femenino,Media,No,
71.0,Puerto Montt,72.4,552000.0,Otro,Básica,No,Moderada
74.0,Temuco,59.8,447000.0,Masculino,Universitario,No,
64.0,sin información,68.3,387000.0,,Universitario,No,Baja
54.0,La Serena,60.7,446000.0,Otro,Técnico,Sí,Baja
20.0,Temuco,51.3,575000.0,Masculino,Universitario,No,Moderada
68.0,Puerto Montt,75.8,276000.0,Masculino,Básica,Sí,Moderada
50.0,Santiago,69.3,748000.0,Femenino,Media,Sí,Alta
45.0,Santiago,79.2,586000.0,Masculino,Técnico,No,Alta
64.0,La Serena,81.9,420000.0,Masculino,Universitario,No,Moderada
25.0,Concepción,88.4,,Masculino,Técnico,,Alta
51.0,Iquique,,683000.0,Masculino,Técnico,No,Alta
52.0,Valparaíso,89.0,450000.0,Femenino,Universitario,Sí,Moderada
49.0,Concepción,55.4,468000.0,Femenino,Técnico,No,Moderada
41.0,Santiago,83.6,724000.0,Masculino,Universitario,No,Moderada
31.0,Santiago,76.9,,Masculino,Básica,,Moderada
49.0,sin información,73.5,504000.0,Femenino,Universitario,Sí,
73.0,sin información,76.7,,Femenino,Media,No,Baja
63.0,Puerto Montt,55.6,429000.0,Masculino,,No,Moderada
60.0,Valparaíso,52.0,655000.0,Otro,Media,No,Alta
33.0,La Serena,95.6,345000.0,Femenino,Técnico,Sí,Moderada
,Puerto Montt,67.5,469000.0,Femenino,Universitario,No,Baja
69.0,Antofagasta,67.3,544000.0,Femenino,Media,No,Alta
54.0,Santiago,53.5,362000.0,Masculino,Universitario,No,
71.0,La Serena,47.8,664000.0,Masculino,Universitario,No,Moderada
38.0,Santiago,68.7,604000.0,Femenino,Universitario,Sí,Baja
31.0,sin información,64.9,801000.0,Masculino,Básica,Sí,Baja
48.0,Temuco,70.0,617000.0,Masculino,Media,Sí,Baja
72.0,Puerto Montt,71.3,356000.0,Femenino,Básica,No,Alta
65.0,Puerto Montt,107.3,580000.0,Masculino,Básica,,Baja
35.0,Concepción,64.9,648000.0,Otro,Media,No,Alta
24.0,La Serena,93.7,656000.0,Masculino,Universitario,Sí,Moderada
27.0,Iquique,94.6,383000.0,Masculino,Básica,Sí,Moderada
24.0,Antofagasta,81.3,366000.0,Femenino,Básica,Sí,Baja
50.0,Iquique,66.5,329000.0,Femenino,Básica,Sí,Alta
,Concepción,49.6,741000.0,Otro,,No,Moderada
,Valparaíso,77.2,593000.0,Masculino,Básica,Sí,Alta
36.0,Antofagasta,85.3,377000.0,Otro,Técnico,Sí,Alta
65.0,Temuco,96.2,519000.0,Otro,Media,No,Baja
78.0,Iquique,55.8,481000.0,Femenino,Técnico,Sí,Baja
36.0,Temuco,66.3,354000.0,Masculino,Universitario,No,
53.0,Iquique,55.8,505000.0,Femenino,Básica,No,Alta
46.0,Temuco,60.5,,Otro,Media,No,Baja
77.0,Iquique,80.0,790000.0,Otro,Básica,No,Alta
35.0,Temuco,59.8,402000.0,Femenino,Universitario,,Baja
19.0,Concepción,,244000.0,Femenino,Media,Sí,Alta
18.0,Rancagua,82.0,343000.0,Femenino,Técnico,Sí,Baja
,Antofagasta,76.8,366000.0,Femenino,Media,No,Alta
22.0,La Serena,75.3,436000.0,Femenino,Básica,Sí,Baja
37.0,Valparaíso,60.2,343000.0,Otro,Media,No,
28.0,Talca,89.4,623000.0,Femenino,Universitario,Sí,Moderada
59.0,Santiago,,333000.0,Masculino,Universitario,Sí,Moderada
19.0,La Serena,105.7,503000.0,Otro,Media,Sí,Alta
20.0,Santiago,72.4,800000.0,Otro,Universitario,Sí,Moderada
40.0,Antofagasta,35.0,583000.0,Masculino,Universitario,Sí,Alta
72.0,La Serena,34.3,568000.0,Masculino,,Sí,Alta
29.0,Temuco,79.4,779000.0,Otro,Técnico,Sí,Moderada
37.0,Temuco,89.5,687000.0,Femenino,Básica,No,Alta
22.0,Talca,58.2,585000.0,Otro,Universitario,No,
54.0,Santiago,101.5,453000.0,Otro,Media,No,Alta
55.0,Valparaíso,94.9,,Masculino,Universitario,Sí,Alta
47.0,Antofagasta,73.2,,Otro,Técnico,Sí,Moderada
26.0,Temuco,78.1,440000.0,Femenino,Media,No,Baja
51.0,Rancagua,83.4,532000.0,,Básica,No,Alta
70.0,Concepción,98.3,553000.0,Otro,Media,Sí,Alta
61.0,Concepción,80.2,313000.0,Otro,Media,No,
52.0,Iquique,72.8,745000.0,Femenino,Media,,Alta
69.0,Valparaíso,80.1,561000.0,,Media,No,Alta
75.0,Concepción,78.1,461000.0,Otro,,No,Alta
39.0,Iquique,83.9,533000.0,Otro,Básica,Sí,Baja
61.0,Santiago,46.4,640000.0,Otro,Universitario,No,Baja
41.0,Temuco,74.7,280000.0,Femenino,Técnico,No,Alta
34.0,sin información,76.9,484000.0,Otro,Técnico,No,Alta
27.0,Rancagua,68.9,322000.0,Otro,Media,No,Moderada
47.0,La Serena,81.8,899000.0,,Universitario,Sí,Baja
73.0,Concepción,98.8,521000.0,Masculino,Universitario,No,Baja
76.0,Santiago,72.1,,Femenino,Básica,No,Alta
63.0,Puerto Montt,80.4,1040000.0,Masculino,Básica,No,Baja
40.0,Concepción,94.1,420000.0,Masculino,Básica,No,
49.0,Valparaíso,72.4,469000.0,Femenino,Universitario,No,Moderada
,La Serena,56.7,479000.0,Masculino,Básica,Sí,Moderada
67.0,Concepción,79.2,,Masculino,Básica,No,Baja
68.0,Santiago,37.0,537000.0,Masculino,Básica,No,Baja
,Concepción,,168000.0,Femenino,Media,Sí,
31.0,Valparaíso,75.0,663000.0,Otro,Técnico,No,Alta
26.0,Puerto Montt,34.8,331000.0,,Técnico,Sí,Moderada
57.0,Antofagasta,50.3,438000.0,Femenino,,No,Alta
19.0,Talca,64.3,613000.0,Femenino,Universitario,Sí,Moderada
62.0,Puerto Montt,59.2,469000.0,Masculino,Media,Sí,Moderada
42.0,Iquique,67.8,,Otro,Técnico,No,
56.0,Concepción,,348000.0,Femenino,Básica,Sí,Baja
26.0,Temuco,73.6,814000.0,Femenino,Básica,No,Moderada
71.0,sin información,57.4,580000.0,Otro,Universitario,Sí,Alta
39.0,Temuco,90.3,338000.0,Otro,Técnico,Sí,Moderada
60.0,sin información,,527000.0,Otro,Universitario,No,Alta
63.0,Temuco,73.3,327000.0,Masculino,Universitario,Sí,Moderada
21.0,Santiago,46.9,758000.0,Otro,,No,Moderada
43.0,sin información,73.8,530000.0,Masculino,Básica,Sí,Baja
75.0,La Serena,65.2,354000.0,Femenino,Técnico,Sí,Alta
46.0,Antofagasta,86.2,605000.0,Masculino,Universitario,No,Moderada
62.0,Concepción,80.8,458000.0,,Media,No,Moderada
51.0,sin información,61.2,307000.0,Masculino,Técnico,Sí,Alta
40.0,Valparaíso,58.3,,Otro,Universitario,No,Moderada
54.0,Antofagasta,65.3,553000.0,Masculino,Técnico,No,Baja
,Antofagasta,98.1,671000.0,Femenino,,Sí,Alta
23.0,sin información,94.3,510000.0,Masculino,Técnico,Sí,Baja
35.0,Antofagasta,55.5,516000.0,Femenino,Media,No,Alta
,Rancagua,82.0,524000.0,Otro,Media,Sí,Alta
59.0,sin información,44.0,739000.0,Femenino,Básica,No,Alta
53.0,Santiago,63.3,453000.0,Otro,Básica,No,Moderada
58.0,Puerto Montt,56.1,570000.0,Otro,Universitario,No,
55.0,sin información,86.0,593000.0,Femenino,Técnico,No,Alta
51.0,Talca,50.6,,Femenino,Universitario,No,Alta
34.0,sin información,76.4,448000.0,Masculino,Básica,No,Baja
54.0,Antofagasta,70.0,518000.0,Masculino,Media,Sí,Alta
42.0,Santiago,67.4,486000.0,Femenino,Básica,No,Moderada
55.0,Concepción,95.1,794000.0,Femenino,Universitario,Sí,
75.0,Concepción,96.4,431000.0,Femenino,Básica,No,Alta
29.0,Iquique,67.8,363000.0,Femenino,Universitario,Sí,Baja
40.0,La Serena,64.8,499000.0,Otro,Universitario,Sí,Moderada
70.0,Antofagasta,47.4,488000.0,Femenino,Universitario,Sí,Moderada
59.0,Rancagua,69.9,,Femenino,Universitario,No,Moderada
39.0,Iquique,99.3,431000.0,Femenino,Básica,Sí,Alta
38.0,La Serena,68.1,,Femenino,Universitario,Sí,
44.0,Antofagasta,80.9,519000.0,Otro,Universitario,No,Moderada
74.0,Santiago,49.0,,Masculino,Técnico,Sí,Moderada
48.0,sin información,63.5,514000.0,Masculino,Universitario,Sí,Baja
23.0,Rancagua,76.9,,Masculino,Básica,No,Moderada
44.0,Talca,71.6,577000.0,Masculino,Universitario,Sí,Alta
57.0,Concepción,,630000.0,Masculino,Media,Sí,
,Valparaíso,,352000.0,Otro,Media,No,Alta
29.0,Santiago,43.8,312000.0,Masculino,Universitario,Sí,Baja
62.0,Concepción,86.8,754000.0,Otro,Media,Sí,Moderada
,sin información,56.0,606000.0,Otro,Media,Sí,Alta
70.0,Valparaíso,77.6,467000.0,Masculino,Básica,,Baja
24.0,Concepción,76.8,503000.0,Masculino,,,Baja
27.0,La Serena,45.0,,Masculino,Media,No,Alta
62.0,Rancagua,85.7,532000.0,,Media,No,Baja
34.0,Concepción,61.5,354000.0,Otro,Técnico,No,Baja
43.0,Talca,70.8,626000.0,Masculino,Técnico,Sí,Alta
38.0,Puerto Montt,64.6,526000.0,Femenino,Media,No,Baja
45.0,La Serena,94.3,532000.0,Otro,Universitario,No,Alta
79.0,Santiago,90.2,366000.0,Femenino,,,Alta
75.0,Santiago,42.8,579000.0,Femenino,Universitario,Sí,Baja
63.0,Santiago,103.9,369000.0,Masculino,Universitario,Sí,Alta
19.0,Santiago,,396000.0,Otro,Universitario,No,Alta
77.0,Puerto Montt,101.5,513000.0,Femenino,Técnico,Sí,Moderada
71.0,Concepción,66.2,876000.0,Otro,Media,Sí,Alta
60.0,Antofagasta,64.9,526000.0,Masculino,Media,Sí,Moderada
18.0,Concepción,66.3,115000.0,Otro,Básica,No,Moderada
68.0,Temuco,64.0,404000.0,,Técnico,No,Moderada
70.0,sin información,107.9,603000.0,Femenino,Básica,No,Moderada
53.0,Valparaíso,68.9,331000.0,Otro,Básica,No,Baja
68.0,Antofagasta,65.5,625000.0,Femenino,,No,Baja
43.0,Antofagasta,71.2,524000.0,Femenino,Técnico,No,Alta
46.0,Concepción,55.5,649000.0,Femenino,Básica,No,
38.0,Antofagasta,94.0,416000.0,Masculino,Media,Sí,Alta
28.0,Iquique,47.9,404000.0,Masculino,Básica,Sí,
,Iquique,60.8,585000.0,Femenino,Técnico,Sí,Moderada
,Temuco,84.0,,Otro,Media,No,Baja
53.0,Valparaíso,70.6,490000.0,Masculino,Media,No,Baja
66.0,Talca,78.2,735000.0,Otro,Media,Sí,Alta
76.0,Puerto Montt,93.0,,Femenino,Universitario,Sí,Alta
56.0,Concepción,85.1,202000.0,Femenino,Media,,Alta
57.0,sin información,72.1,620000.0,Otro,Universitario,No,Moderada
52.0,Talca,,,Masculino,Universitario,No,Moderada
71.0,Concepción,60.6,678000.0,Otro,Básica,No,Baja
51.0,Concepción,68.5,359000.0,Otro,Básica,No,Moderada
72.0,Valparaíso,69.5,549000.0,Femenino,Media,,Alta
64.0,Puerto Montt,68.5,517000.0,Masculino,Técnico,No,Moderada
41.0,Iquique,54.0,356000.0,Otro,Media,No,Moderada
71.0,Santiago,46.2,642000.0,Masculino,Básica,Sí,Moderada
39.0,Puerto Montt,76.3,464000.0,Femenino,Media,No,Moderada
22.0,Rancagua,60.5,673000.0,Masculino,Básica,No,Alta
73.0,Rancagua,98.6,389000.0,Femenino,Media,No,Alta
,Concepción,68.9,281000.0,Masculino,Técnico,Sí,Baja
75.0,Santiago,66.2,464000.0,Otro,Media,Sí,Baja
53.0,La Serena,86.4,535000.0,Femenino,Técnico,No,Baja
64.0,Talca,76.0,420000.0,Otro,Técnico,Sí,Moderada
37.0,sin información,67.4,,Femenino,Media,Sí,Moderada
36.0,Santiago,60.4,558000.0,Masculino,Técnico,Sí,Alta
52.0,Temuco,124.9,,Masculino,Técnico,No,Baja
69.0,Puerto Montt,75.4,603000.0,Femenino,Básica,No,Alta
60.0,Puerto Montt,86.3,443000.0,Femenino,Básica,No,Baja
34.0,Temuco,54.7,435000.0,Femenino,Técnico,No,Baja
79.0,Talca,61.3,,Masculino,Universitario,No,Baja
76.0,Santiago,101.7,264000.0,Femenino,Media,No,Moderada
62.0,La Serena,91.0,463000.0,Femenino,Técnico,No,
60.0,Concepción,76.9,521000.0,Otro,Media,Sí,Baja
51.0,Valparaíso,64.3,,Femenino,Básica,No,Moderada
26.0,Puerto Montt,66.5,525000.0,Otro,Media,No,
43.0,Rancagua,,362000.0,Otro,Técnico,No,Moderada
19.0,Talca,,675000.0,Otro,Técnico,No,Moderada
70.0,Valparaíso,83.9,500000.0,Masculino,Técnico,No,Alta
26.0,La Serena,78.1,250000.0,Otro,Técnico,No,Moderada
26.0,Antofagasta,81.0,531000.0,Femenino,Universitario,No,Moderada
57.0,Concepción,64.9,,Masculino,Universitario,No,Moderada
,Puerto Montt,73.8,794000.0,Masculino,Universitario,Sí,Baja
18.0,Concepción,,561000.0,Masculino,Técnico,Sí,Alta
42.0,Valparaíso,59.1,278000.0,Masculino,Universitario,No,Baja
78.0,Concepción,95.0,283000.0,Masculino,,No,
60.0,Antofagasta,71.8,689000.0,Masculino,Técnico,Sí,Moderada
57.0,Valparaíso,77.6,380000.0,Masculino,Básica,No,Alta
,Puerto Montt,82.5,,Otro,Técnico,No,Alta
42.0,sin información,72.0,650000.0,Femenino,Media,Sí,Moderada
56.0,Rancagua,73.6,429000.0,Femenino,Universitario,No,Moderada
52.0,Valparaíso,53.7,642000.0,Otro,Técnico,,Baja
20.0,Iquique,56.6,363000.0,Otro,Universitario,No,Moderada
,Antofagasta,55.8,721000.0,Masculino,Técnico,Sí,Baja
54.0,Valparaíso,79.1,,Masculino,Media,Sí,Alta
61.0,Valparaíso,71.1,392000.0,Otro,Técnico,,Baja
61.0,Iquique,56.6,251000.0,Masculino,Universitario,Sí,Moderada
68.0,Puerto Montt,78.7,846000.0,Femenino,Universitario,Sí,Baja
47.0,Valparaíso,78.2,468000.0,Femenino,Media,Sí,Baja
55.0,Rancagua,59.6,386000.0,Masculino,Técnico,No,Alta
,Concepción,69.6,708000.0,Masculino,Básica,Sí,Baja
29.0,Puerto Montt,,642000.0,Masculino,Técnico,Sí,Moderada
36.0,Rancagua,57.1,677000.0,Femenino,Media,Sí,Baja
54.0,Puerto Montt,78.5,485000.0,Masculino,Básica,No,Baja
61.0,Rancagua,74.5,782000.0,Otro,Media,Sí,Baja
76.0,Antofagasta,55.0,,Masculino,Técnico,Sí,Moderada
76.0,Rancagua,73.3,417000.0,Otro,Básica,No,Baja
66.0,Temuco,75.5,,Masculino,Media,Sí,
78.0,Rancagua,60.6,675000.0,Masculino,Universitario,Sí,Baja
,sin información,61.8,599000.0,Femenino,Básica,Sí,Alta
27.0,Santiago,54.9,488000.0,Otro,Básica,No,Alta
74.0,Talca,,,Otro,Media,No,Alta
72.0,Temuco,69.8,676000.0,Otro,Universitario,Sí,Moderada
66.0,Temuco,61.8,615000.0,Femenino,Básica,Sí,Moderada
64.0,Concepción,47.7,369000.0,Otro,Media,Sí,Moderada
29.0,Temuco,59.7,364000.0,Femenino,Básica,Sí,Baja
79.0,sin información,63.7,418000.0,Masculino,Básica,Sí,Moderada
33.0,Talca,82.3,399000.0,Masculino,Básica,Sí,Moderada
41.0,Talca,78.9,654000.0,Otro,Universitario,No,Moderada
36.0,Antofagasta,82.5,565000.0,Masculino,Técnico,Sí,Moderada
25.0,Santiago,58.9,584000.0,Masculino,,Sí,Alta
48.0,sin información,72.1,529000.0,Otro,Universitario,Sí,Baja
38.0,Rancagua,33.7,536000.0,Masculino,Universitario,No,Alta
34.0,Iquique,76.4,263000.0,Otro,,Sí,
40.0,Iquique,79.2,619000.0,Otro,Básica,No,Baja
,La Serena,64.7,415000.0,Masculino,Universitario,Sí,Alta
71.0,Puerto Montt,,495000.0,Masculino,Media,Sí,Moderada
33.0,Antofagasta,47.3,429000.0,Masculino,Técnico,Sí,Alta
23.0,La Serena,58.0,522000.0,Masculino,Técnico,Sí,Baja
25.0,La Serena,81.5,586000.0,Masculino,Técnico,Sí,Baja
42.0,Valparaíso,77.7,349000.0,Femenino,Técnico,Sí,Moderada
35.0,Valparaíso,63.8,,Masculino,Media,No,Alta
42.0,La Serena,82.2,,Femenino,Básica,Sí,Baja
29.0,Temuco,72.1,698000.0,Otro,Media,Sí,Alta
32.0,Puerto Montt,62.4,333000.0,Masculino,Básica,Sí,Moderada
76.0,Antofagasta,67.3,350000.0,Masculino,Técnico,No,Moderada
43.0,La Serena,63.2,446000.0,Masculino,,Sí,Baja
58.0,Rancagua,52.2,361000.0,,,No,Moderada
62.0,Puerto Montt,88.9,466000.0,Femenino,Universitario,Sí,Baja
,Valparaíso,61.5,421000.0,Femenino,Básica,Sí,Baja
64.0,Rancagua,57.5,513000.0,Masculino,Técnico,No,Moderada
49.0,Valparaíso,47.1,651000.0,Masculino,Media,No,Moderada
27.0,Valparaíso,30.5,511000.0,Masculino,Universitario,Sí,Alta
33.0,Puerto Montt,80.5,524000.0,Masculino,Básica,No,Alta
24.0,Valparaíso,81.9,341000.0,Otro,Universitario,No,
,Talca,87.9,480000.0,Masculino,Media,Sí,Alta
40.0,sin información,67.8,437000.0,Otro,Técnico,Sí,Baja
43.0,Talca,65.2,602000.0,Masculino,,,Moderada
38.0,Santiago,62.4,385000.0,Femenino,Técnico,No,Moderada
,Iquique,63.8,371000.0,Femenino,Técnico,Sí,Alta
,Iquique,86.8,548000.0,,Técnico,Sí,Baja
,Valparaíso,69.6,797000.0,Masculino,Universitario,No,Baja
31.0,sin información,75.7,,Otro,Media,No,
32.0,Antofagasta,63.4,525000.0,Masculino,Universitario,Sí,Baja
70.0,Santiago,89.8,642000.0,Masculino,Media,No,Baja
24.0,Rancagua,41.4,576000.0,Masculino,Básica,No,Moderada
26.0,Puerto Montt,51.7,577000.0,Femenino,Básica,No,Baja
68.0,Valparaíso,75.7,486000.0,Otro,Media,Sí,Baja
65.0,sin información,96.3,489000.0,Femenino,Media,Sí,Baja
25.0,Talca,66.6,387000.0,Otro,Media,Sí,Alta
67.0,Antofagasta,57.4,573000.0,Femenino,Media,No,Alta
76.0,Temuco,85.0,570000.0,Masculino,Técnico,Sí,Alta
40.0,Talca,74.9,,Femenino,Universitario,Sí,Baja
46.0,sin información,89.4,427000.0,Femenino,Técnico,No,Baja
35.0,Santiago,50.6,625000.0,Otro,Universitario,No,Alta
48.0,Concepción,88.2,670000.0,Otro,Universitario,Sí,Alta
47.0,Talca,46.8,318000.0,Femenino,Universitario,No,Baja
69.0,Valparaíso,65.7,,Otro,Técnico,Sí,Baja
56.0,La Serena,76.2,676000.0,Otro,Media,Sí,
52.0,La Serena,72.8,403000.0,Otro,Técnico,Sí,Alta
35.0,sin información,85.9,579000.0,,Técnico,No,Baja
76.0,Concepción,42.6,501000.0,Otro,Universitario,No,Alta
59.0,Concepción,72.1,,Femenino,Básica,Sí,Alta
,Santiago,88.0,506000.0,Otro,Básica,Sí,Alta
34.0,Antofagasta,70.9,612000.0,Masculino,Técnico,Sí,Moderada
31.0,Puerto Montt,52.9,347000.0,Femenino,Universitario,Sí,Baja
48.0,Concepción,85.1,363000.0,Femenino,Técnico,No,Baja
41.0,Temuco,60.3,720000.0,Femenino,Técnico,Sí,Alta
52.0,Santiago,57.6,815000.0,Otro,Media,,Baja
61.0,Iquique,55.7,499000.0,Masculino,Universitario,No,Moderada
77.0,sin información,67.0,757000.0,Otro,Básica,Sí,Alta
,sin información,72.7,384000.0,Femenino,Básica,Sí,Moderada
51.0,Santiago,51.0,420000.0,Femenino,Básica,Sí,Moderada
